ax,ay,az,gx,gy,gz,temperature
Initializing MPU6050...
MPU6050 connected.
0.24, -0.45, 0.06, -2.16, 0.03, -0.31, 31.72 °C
0.24, -0.46, 0.06, -1.84, 0.17, -0.07, 31.72 °C
0.24, -0.46, 0.06, -2.08, 1.01, -0.07, 31.71 °C
0.24, -0.46, 0.06, -2.10, 0.91, 0.28, 31.71 °C
0.24, -0.45, 0.06, -1.92, 0.81, 0.71, 31.73 °C
0.23, -0.46, 0.06, -2.12, 0.81, -0.60, 31.71 °C
0.23, -0.46, 0.06, -1.93, 0.78, 0.37, 31.72 °C
0.24, -0.46, 0.06, -1.96, 0.73, 0.43, 31.72 °C
0.24, -0.46, 0.06, -2.21, 0.73, -0.50, 31.72 °C
0.23, -0.46, 0.06, -1.98, 0.62, -0.27, 31.71 °C
0.23, -0.46, 0.06, -2.08, 0.62, 0.05, 31.70 °C
0.23, -0.46, 0.06, -1.95, 1.07, 0.82, 31.73 °C
0.23, -0.46, 0.06, -2.06, 1.02, 0.24, 31.72 °C
0.24, -0.46, 0.06, -1.86, 0.32, 0.38, 31.72 °C
0.23, -0.46, 0.06, -2.03, 0.44, -0.67, 31.74 °C
0.23, -0.46, 0.06, -2.24, 0.86, 0.51, 31.73 °C
0.23, -0.46, 0.06, -2.03, 0.87, 0.41, 31.73 °C
0.24, -0.46, 0.06, -2.08, 1.09, 0.15, 31.72 °C
0.24, -0.46, 0.06, -2.10, 0.97, 0.22, 31.75 °C
0.24, -0.46, 0.06, -2.13, 0.95, -0.22, 31.74 °C
0.24, -0.46, 0.06, -2.10, 0.67, 0.45, 31.72 °C
0.24, -0.45, 0.06, -2.02, 0.92, 0.85, 31.74 °C
0.24, -0.46, 0.06, -2.11, 0.94, -0.40, 31.73 °C
0.23, -0.46, 0.05, -1.76, 0.05, 0.08, 31.73 °C
0.23, -0.46, 0.06, -2.10, 0.92, 0.59, 31.73 °C
0.23, -0.46, 0.06, -2.07, 0.84, 1.27, 31.76 °C
0.23, -0.46, 0.06, -2.11, 0.73, 0.48, 31.75 °C
0.23, -0.46, 0.06, -2.17, 0.87, -0.68, 31.75 °C
0.23, -0.46, 0.06, -2.15, 0.63, 1.04, 31.74 °C
0.23, -0.46, 0.06, -2.05, 1.05, 0.27, 31.74 °C
0.23, -0.46, 0.06, -2.12, 0.76, 0.46, 31.76 °C
0.23, -0.46, 0.06, -2.14, 0.88, 0.06, 31.74 °C
0.23, -0.46, 0.06, -2.17, 0.78, 0.16, 31.74 °C
0.23, -0.46, 0.06, -2.11, 0.98, -0.20, 31.77 °C
0.23, -0.46, 0.06, -2.09, 0.85, 0.83, 31.75 °C
0.23, -0.46, 0.06, -2.01, 0.76, 1.04, 31.76 °C
0.23, -0.46, 0.06, -2.15, 0.95, -0.45, 31.76 °C
0.23, -0.46, 0.06, -2.07, 0.85, 0.34, 31.77 °C
0.23, -0.46, 0.06, -2.00, 0.65, 0.80, 31.77 °C
0.23, -0.46, 0.06, -2.02, 0.64, 0.12, 31.76 °C
0.23, -0.46, 0.06, -2.17, 0.90, -0.29, 31.76 °C
0.23, -0.46, 0.06, -2.15, 0.76, 0.44, 31.77 °C
0.23, -0.46, 0.06, -2.04, 1.33, -0.69, 31.76 °C
0.23, -0.46, 0.06, -2.14, 1.04, 0.61, 31.77 °C
0.23, -0.46, 0.06, -2.14, 0.63, -0.04, 31.77 °C
0.23, -0.46, 0.06, -2.13, 0.57, 0.79, 31.77 °C
0.23, -0.46, 0.06, -2.07, 0.99, 0.08, 31.78 °C
0.23, -0.46, 0.06, -2.22, 0.65, 0.34, 31.76 °C
0.23, -0.46, 0.06, -2.05, 0.83, 0.74, 31.78 °C
0.23, -0.46, 0.06, -2.12, 0.95, 0.12, 31.78 °C
0.23, -0.46, 0.06, -2.10, 0.88, 0.41, 31.79 °C
0.23, -0.46, 0.06, -2.00, 1.10, 0.51, 31.79 °C
0.23, -0.46, 0.06, -2.05, 1.00, 0.31, 31.78 °C
0.23, -0.46, 0.06, -2.18, 1.07, 0.24, 31.80 °C
0.23, -0.46, 0.06, -2.16, 0.66, 0.64, 31.79 °C
0.23, -0.46, 0.06, -2.14, 0.81, -0.15, 31.79 °C
0.23, -0.46, 0.06, -2.05, 0.91, 0.75, 31.78 °C
0.23, -0.46, 0.06, -2.02, 0.87, 1.08, 31.79 °C
0.23, -0.46, 0.06, -2.10, 0.69, 0.74, 31.79 °C
0.23, -0.46, 0.06, -2.18, 0.93, -0.52, 31.80 °C
0.23, -0.46, 0.06, -2.12, 0.39, 0.63, 31.79 °C
0.23, -0.46, 0.06, -2.10, 0.98, -0.35, 31.80 °C
0.23, -0.46, 0.06, -2.10, 0.86, 0.79, 31.79 °C
0.23, -0.46, 0.06, -2.06, 0.81, 0.83, 31.80 °C
0.23, -0.46, 0.06, -2.11, 1.05, -0.16, 31.79 °C
0.23, -0.46, 0.06, -2.11, 0.76, 0.19, 31.80 °C
0.23, -0.46, 0.06, -2.13, 0.78, 0.60, 31.79 °C
0.23, -0.46, 0.06, -2.38, 0.41, 0.79, 31.79 °C
0.23, -0.46, 0.06, -1.76, 1.24, -1.37, 31.79 °C
0.23, -0.46, 0.06, -2.18, 0.82, 0.24, 31.80 °C
0.23, -0.46, 0.06, -2.16, 0.95, 0.02, 31.80 °C
0.23, -0.46, 0.06, -2.03, 1.11, 0.78, 31.80 °C
0.23, -0.46, 0.06, -2.00, 0.98, 0.23, 31.81 °C
0.23, -0.46, 0.06, -2.16, 0.86, -0.11, 31.81 °C
0.23, -0.46, 0.06, -2.05, 0.79, 0.73, 31.82 °C
0.23, -0.46, 0.06, -2.10, 0.98, 0.53, 31.85 °C
0.23, -0.46, 0.06, -2.05, 0.92, 0.73, 31.83 °C
0.23, -0.46, 0.06, -2.10, 0.92, 0.39, 31.82 °C
0.23, -0.46, 0.06, -2.16, 0.84, 0.11, 31.79 °C
0.23, -0.46, 0.06, -2.11, 0.94, -0.26, 31.81 °C
0.23, -0.46, 0.06, -2.50, 0.60, 0.10, 31.82 °C
0.23, -0.46, 0.06, -1.89, 1.02, 0.34, 31.82 °C
0.23, -0.46, 0.06, -2.05, 1.15, 0.79, 31.83 °C
0.23, -0.46, 0.06, -2.05, 0.85, 0.61, 31.82 °C
0.23, -0.46, 0.06, -2.08, 0.91, 0.84, 31.82 °C
0.23, -0.46, 0.06, -2.11, 0.78, 0.50, 31.83 °C
0.23, -0.46, 0.06, -2.11, 1.08, -0.78, 31.84 °C
0.23, -0.46, 0.06, -2.15, 0.85, 0.34, 31.84 °C
0.23, -0.46, 0.06, -2.03, 0.93, 1.48, 31.82 °C
0.23, -0.46, 0.06, -2.29, 1.41, 1.36, 31.83 °C
0.23, -0.46, 0.06, -2.16, 0.81, 0.15, 31.83 °C
0.23, -0.46, 0.06, -2.27, 0.79, -1.29, 31.85 °C
0.23, -0.46, 0.06, -2.05, 1.02, 0.50, 31.83 °C
0.23, -0.46, 0.06, -2.48, 0.72, 0.37, 31.82 °C
0.23, -0.46, 0.06, -2.08, 0.89, 0.12, 31.84 °C
0.23, -0.46, 0.06, -2.11, 0.91, 0.02, 31.83 °C
0.22, -0.46, 0.06, -2.04, 1.04, 0.27, 31.82 °C
0.23, -0.46, 0.06, -2.11, 1.07, 0.02, 31.83 °C
0.23, -0.46, 0.06, -2.17, 0.97, 0.06, 31.83 °C
0.23, -0.46, 0.06, -2.15, 0.94, 0.07, 31.84 °C
0.23, -0.46, 0.06, -2.15, 1.08, 0.36, 31.84 °C
0.23, -0.46, 0.06, -2.10, 0.97, 0.62, 31.85 °C
0.23, -0.46, 0.06, -2.15, 0.84, -0.23, 31.84 °C
0.23, -0.46, 0.06, -2.15, 0.88, 0.31, 31.84 °C
0.23, -0.46, 0.06, -2.25, 1.02, -0.48, 31.85 °C
0.23, -0.46, 0.06, -2.12, 0.80, 0.46, 31.84 °C
0.23, -0.46, 0.06, -2.05, 0.71, 0.47, 31.85 °C
0.23, -0.46, 0.06, -2.04, 0.98, 0.43, 31.84 °C
0.23, -0.46, 0.06, -1.93, 0.53, 0.89, 31.85 °C
0.23, -0.46, 0.06, -2.11, 0.85, 0.08, 31.85 °C
0.23, -0.46, 0.06, -2.68, 0.74, 0.09, 31.85 °C
0.23, -0.46, 0.06, -1.99, 1.12, -1.34, 31.85 °C
0.23, -0.46, 0.06, -2.10, 0.87, 0.37, 31.86 °C
0.23, -0.46, 0.06, -2.14, 0.95, -0.12, 31.85 °C
0.23, -0.46, 0.06, -2.20, 0.92, -0.21, 31.85 °C
0.23, -0.46, 0.06, -2.13, 0.82, 0.08, 31.86 °C
0.23, -0.46, 0.06, -2.13, 0.95, -0.29, 31.85 °C
0.23, -0.46, 0.06, -2.11, 0.17, -0.78, 31.87 °C
0.23, -0.46, 0.06, -2.56, 0.59, 0.95, 31.86 °C
0.23, -0.46, 0.06, -1.70, 1.21, 0.08, 31.86 °C
0.23, -0.46, 0.06, -2.15, 0.93, -0.27, 31.87 °C
0.23, -0.46, 0.06, -2.11, 0.73, 0.85, 31.85 °C
0.23, -0.46, 0.06, -2.10, 1.00, 0.37, 31.87 °C
0.23, -0.46, 0.06, -2.07, 0.69, 0.79, 31.87 °C
0.23, -0.46, 0.06, -2.06, 1.08, 0.09, 31.87 °C
0.23, -0.46, 0.06, -2.20, 0.82, -0.21, 31.87 °C
0.23, -0.46, 0.06, -2.27, 0.62, 0.63, 31.87 °C
0.23, -0.46, 0.06, -2.04, 0.96, 0.45, 31.89 °C
0.23, -0.46, 0.06, -2.56, 0.89, 0.44, 31.87 °C
0.23, -0.46, 0.06, -1.78, 1.05, -0.24, 31.90 °C
0.23, -0.46, 0.06, -2.08, 1.08, 0.57, 31.88 °C
0.23, -0.46, 0.06, -2.15, 0.66, -0.01, 31.87 °C
0.23, -0.46, 0.06, -2.10, 0.95, -0.42, 31.88 °C
0.23, -0.46, 0.06, -2.03, 0.90, 0.85, 31.89 °C
0.23, -0.46, 0.06, -2.13, 1.12, -0.53, 31.88 °C
0.23, -0.46, 0.06, -2.13, 0.73, 0.59, 31.87 °C
0.23, -0.46, 0.06, -2.15, 0.75, 0.15, 31.89 °C
0.23, -0.46, 0.06, -2.07, 1.02, -0.05, 31.89 °C
0.23, -0.46, 0.06, -1.95, 1.27, 0.52, 31.88 °C
0.22, -0.46, 0.06, -2.05, 0.74, 1.37, 31.89 °C
0.23, -0.46, 0.06, -2.36, 0.69, -1.61, 31.89 °C
0.23, -0.46, 0.06, -1.93, 0.00, 0.55, 31.89 °C
0.23, -0.46, 0.06, -2.08, 0.98, 0.21, 31.87 °C
0.23, -0.46, 0.06, -2.03, 1.31, 0.53, 31.89 °C
0.23, -0.46, 0.06, -2.15, 0.72, 0.92, 31.88 °C
0.23, -0.46, 0.06, -2.03, 1.04, -0.11, 31.89 °C
0.23, -0.46, 0.06, -2.16, 0.75, 0.17, 31.89 °C
0.23, -0.46, 0.06, -2.16, 0.69, 0.18, 31.88 °C
0.23, -0.46, 0.06, -2.02, 1.05, 0.00, 31.89 °C
0.23, -0.46, 0.06, -1.96, 1.18, 1.32, 31.89 °C
0.23, -0.46, 0.06, -2.14, 0.61, -0.46, 31.91 °C
0.23, -0.46, 0.06, -1.96, 0.62, 0.86, 31.91 °C
0.23, -0.46, 0.06, -2.08, 0.95, -0.21, 31.91 °C
0.23, -0.46, 0.06, -2.11, 1.03, 0.23, 31.91 °C
0.23, -0.46, 0.06, -2.02, 1.05, 0.71, 31.89 °C
0.23, -0.46, 0.06, -2.15, 1.15, -0.19, 31.92 °C
0.23, -0.46, 0.06, -2.20, 0.76, -0.39, 31.90 °C
0.23, -0.46, 0.06, -2.12, 1.01, -0.47, 31.91 °C
0.23, -0.46, 0.06, -2.26, 1.02, -0.39, 31.90 °C
0.23, -0.46, 0.06, -2.15, 1.02, 0.08, 31.91 °C
0.23, -0.46, 0.06, -2.13, 0.98, 0.44, 31.92 °C
0.23, -0.46, 0.06, -2.07, 1.16, 0.12, 31.92 °C
0.23, -0.46, 0.06, -2.16, 0.82, 0.07, 31.92 °C
0.23, -0.46, 0.06, -2.14, 0.82, -0.31, 31.92 °C
0.23, -0.46, 0.06, -2.06, 0.92, 0.69, 31.92 °C
0.23, -0.46, 0.06, -2.07, 1.03, 0.07, 31.92 °C
0.23, -0.46, 0.06, -2.11, 0.84, 0.20, 31.90 °C
0.23, -0.46, 0.06, -2.12, 0.85, 0.28, 31.92 °C
0.23, -0.46, 0.06, -2.03, 1.11, 0.85, 31.92 °C
0.23, -0.46, 0.06, -2.08, 0.78, 0.50, 31.93 °C
0.23, -0.46, 0.06, -2.15, 0.89, 0.09, 31.92 °C
0.23, -0.46, 0.06, -1.98, 0.67, 0.63, 31.92 °C
0.23, -0.46, 0.06, -2.05, 1.16, -0.03, 31.92 °C
0.23, -0.46, 0.06, -2.10, 0.94, 0.93, 31.93 °C
0.23, -0.46, 0.06, -2.14, 0.86, 0.56, 31.93 °C
0.23, -0.46, 0.06, -2.10, 0.96, 0.18, 31.93 °C
0.23, -0.46, 0.06, -2.17, 0.60, 0.43, 31.93 °C
0.23, -0.46, 0.06, -2.10, 0.91, 0.24, 31.92 °C
0.23, -0.46, 0.06, -2.10, 0.79, 0.45, 31.93 °C
0.23, -0.46, 0.06, -2.11, 0.98, -0.24, 31.93 °C
0.23, -0.46, 0.06, -2.04, 0.92, 0.78, 31.92 °C
0.23, -0.46, 0.06, -2.04, 0.92, 0.72, 31.95 °C
0.23, -0.46, 0.06, -2.14, 0.95, -0.63, 31.94 °C
0.23, -0.46, 0.06, -2.17, 0.89, 0.40, 31.93 °C
0.23, -0.46, 0.06, -2.15, 1.01, -0.54, 31.94 °C
0.23, -0.46, 0.06, -2.18, 0.85, -0.38, 31.94 °C
0.23, -0.46, 0.06, -2.13, 0.98, -0.08, 31.94 °C
0.23, -0.46, 0.06, -1.99, 1.23, 0.11, 31.95 °C
0.23, -0.46, 0.06, -2.14, 0.89, -0.05, 31.96 °C
0.23, -0.46, 0.06, -2.20, 1.15, 0.32, 31.93 °C
0.23, -0.46, 0.05, -2.24, 1.12, 0.57, 31.96 °C
0.23, -0.46, 0.06, -1.94, 0.53, 0.05, 31.96 °C
0.23, -0.46, 0.06, -2.11, 0.80, 0.27, 31.94 °C
0.23, -0.46, 0.06, -2.16, 0.61, 0.44, 31.95 °C
0.23, -0.46, 0.06, -2.11, 1.09, -0.59, 31.95 °C
0.23, -0.46, 0.06, -2.08, 0.93, 0.13, 31.97 °C
0.23, -0.46, 0.06, -2.12, 0.76, 0.40, 31.97 °C
0.23, -0.46, 0.06, -2.13, 0.93, 0.22, 31.95 °C
0.23, -0.46, 0.06, -2.14, 0.73, 0.00, 31.96 °C
0.23, -0.46, 0.06, -2.11, 0.90, 0.21, 31.95 °C
0.23, -0.46, 0.06, -2.13, 0.75, 0.08, 31.96 °C
0.23, -0.46, 0.06, -2.14, 0.90, -0.71, 31.96 °C
0.23, -0.46, 0.06, -2.14, 0.92, 0.26, 31.94 °C
0.23, -0.46, 0.06, -2.15, 0.85, -0.05, 31.94 °C
0.23, -0.46, 0.06, -2.05, 1.02, 0.01, 31.96 °C
0.23, -0.46, 0.06, -2.04, 0.92, 0.37, 31.96 °C
0.23, -0.46, 0.06, -2.15, 0.83, -0.36, 31.97 °C
0.23, -0.46, 0.06, -2.15, 0.72, -0.10, 31.96 °C
0.23, -0.46, 0.06, -1.98, 0.76, 1.12, 31.97 °C
0.23, -0.46, 0.06, -2.10, 1.23, -0.47, 31.96 °C
0.23, -0.46, 0.06, -2.03, 0.77, 1.31, 31.97 °C
0.23, -0.46, 0.06, -2.04, 1.29, 0.00, 31.97 °C
0.23, -0.46, 0.06, -2.22, 1.29, 0.16, 31.97 °C
0.23, -0.46, 0.06, -2.08, 0.86, 0.40, 31.97 °C
0.23, -0.46, 0.06, -2.13, 0.88, -0.15, 31.96 °C
0.23, -0.46, 0.06, -2.08, 0.78, 0.92, 31.98 °C
0.23, -0.46, 0.06, -2.17, 1.11, 0.03, 31.97 °C
0.23, -0.46, 0.06, -2.21, 0.78, -0.09, 31.97 °C
0.23, -0.46, 0.06, -2.05, 0.98, 0.60, 31.98 °C
0.23, -0.46, 0.06, -2.05, 0.98, 0.94, 31.99 °C
0.23, -0.46, 0.06, -2.27, 0.63, -0.79, 31.97 °C
0.23, -0.46, 0.06, -2.15, 0.89, -0.76, 31.97 °C
0.23, -0.46, 0.06, -2.18, 0.67, 0.43, 31.99 °C
0.23, -0.46, 0.06, -2.05, 1.05, -0.31, 31.97 °C
0.23, -0.46, 0.06, -2.08, 0.93, 0.47, 31.99 °C
0.23, -0.46, 0.06, -2.14, 0.89, 0.04, 31.96 °C
0.23, -0.46, 0.06, -2.12, 0.85, 0.28, 32.00 °C
0.23, -0.46, 0.06, -2.20, 0.63, 0.01, 32.00 °C
0.23, -0.46, 0.06, -2.15, 0.94, -0.93, 32.00 °C
0.23, -0.46, 0.06, -2.21, 0.71, 0.11, 31.99 °C
0.23, -0.46, 0.06, -2.02, 0.74, 0.65, 31.99 °C
0.23, -0.46, 0.06, -2.03, 0.89, 0.91, 31.99 °C
0.23, -0.46, 0.06, -2.11, 0.94, 0.30, 31.99 °C
0.23, -0.46, 0.06, -2.17, 0.89, -0.39, 31.98 °C
0.23, -0.46, 0.06, -2.08, 1.04, 0.12, 32.00 °C
0.23, -0.46, 0.06, -2.22, 0.78, -0.75, 31.99 °C
0.23, -0.46, 0.06, -2.09, 0.84, 0.18, 32.00 °C
0.23, -0.46, 0.06, -2.05, 0.99, 0.52, 32.02 °C
0.23, -0.46, 0.06, -2.17, 0.94, -0.64, 31.99 °C
0.23, -0.46, 0.06, -2.11, 0.91, 0.06, 31.99 °C
0.23, -0.46, 0.06, -2.08, 0.93, 0.42, 32.00 °C
0.23, -0.46, 0.06, -2.09, 0.72, -0.01, 32.00 °C
0.23, -0.46, 0.06, -1.66, -0.17, -0.29, 32.00 °C
0.23, -0.46, 0.06, -2.14, 1.15, 0.31, 32.01 °C
0.23, -0.46, 0.06, -2.11, 0.73, 0.53, 32.00 °C
0.23, -0.46, 0.06, -2.08, 1.12, -0.49, 32.01 °C
0.23, -0.46, 0.06, -2.14, 1.11, 0.72, 32.00 °C
0.23, -0.46, 0.06, -2.02, 0.93, 1.25, 32.02 °C
0.23, -0.46, 0.06, -2.11, 1.08, -0.46, 32.02 °C
0.23, -0.46, 0.06, -2.15, 0.91, -0.01, 32.00 °C
0.23, -0.46, 0.06, -2.10, 0.98, -0.14, 32.02 °C
0.23, -0.46, 0.06, -2.15, 0.52, 1.24, 32.01 °C
0.23, -0.46, 0.06, -2.02, 1.04, 0.21, 32.03 °C
0.23, -0.46, 0.06, -2.15, 0.84, 0.85, 32.01 °C
0.23, -0.46, 0.06, -2.08, 0.79, 0.60, 32.03 °C
0.23, -0.46, 0.06, -2.00, 0.95, 0.94, 32.02 °C
0.22, -0.46, 0.06, -2.08, 0.97, 0.49, 32.03 °C
0.22, -0.46, 0.06, -2.14, 0.72, 0.11, 32.02 °C
0.23, -0.46, 0.06, -2.12, 0.77, 0.21, 32.03 °C
0.22, -0.46, 0.06, -1.99, 0.92, -0.31, 32.01 °C
0.22, -0.46, 0.06, -2.08, 0.99, 0.03, 32.04 °C
0.23, -0.46, 0.06, -2.10, 0.96, 0.44, 32.03 °C
0.23, -0.46, 0.06, -2.08, 0.95, 0.31, 32.05 °C
